Participant,Age,NineEnd,EndDigit,Happy,Married,Children,Gender,LiveParents,Employed,Meaning
32,64,0,4,1,3,0,1,2,4,3
33,31,0,1,2,6,0,2,1,1,4
36,54,0,4,2,1,2,1,2,3,4
37,46,0,6,2,1,1,1,2,1,4
38,39,9,9,2,2,0,1,2,1,3
39,33,0,3,2,6,0,1,1,1,4
40,29,9,9,2,6,0,1,1,1,4
42,46,0,6,2,6,0,2,2,3,3
43,31,0,1,2,2,2,2,2,3,4
44,25,0,5,2,6,0,1,2,7,4
45,54,0,4,2,1,2,2,2,3,4
46,50,0,0,2,6,0,2,2,1,3
47,61,0,1,2,5,2,2,2,4,4
50,38,0,8,2,6,0,1,1,1,3
51,63,0,3,2,6,0,1,1,4,3
53,57,0,7,3,1,3,2,2,5,1
54,37,0,7,2,6,0,1,1,3,3
55,37,0,7,3,6,0,2,2,2,4
56,64,0,4,2,5,2,2,2,4,4
57,38,0,8,2,1,1,2,2,8,3
58,52,0,2,2,1,1,2,1,2,4
59,43,0,3,2,1,2,2,2,1,3
60,54,0,4,2,1,1,2,2,3,4
61,26,0,6,2,6,0,1,1,8,3
62,62,0,2,4,5,1,1,1,4,4
63,44,0,4,2,1,2,1,2,1,3
65,47,0,7,2,1,1,1,2,3,3
68,30,0,0,1,1,0,2,2,1,3
69,41,0,1,2,6,0,2,2,3,3
70,31,0,1,2,1,0,2,2,3,3
71,46,0,6,2,1,2,1,2,3,4
73,37,0,7,2,1,2,1,2,3,3
74,50,0,0,2,1,2,1,2,3,4
75,43,0,3,2,1,1,1,2,3,3
76,34,0,4,2,2,0,1,2,8,4
77,44,0,4,2,1,0,2,2,1,4
78,57,0,7,2,1,1,1,2,1,4
79,50,0,0,2,6,0,2,2,1,4
80,63,0,3,2,1,0,1,2,4,3
81,45,0,5,2,2,1,2,2,1,4
82,64,0,4,1,1,2,1,2,4,4
83,46,0,6,2,1,1,2,2,5,3
85,41,0,1,2,2,2,2,2,2,4
86,60,0,0,2,3,2,2,2,4,3
87,38,0,8,1,1,0,1,2,1,3
90,55,0,5,2,1,2,1,2,1,3
91,35,0,5,1,6,0,1,1,7,3
92,46,0,6,2,6,0,2,2,1,3
93,27,0,7,2,6,0,1,1,3,4
94,57,0,7,2,1,2,2,2,2,3
96,49,9,9,1,3,2,1,2,8,1
97,58,0,8,2,1,2,2,2,5,3
98,46,0,6,1,1,0,2,2,1,4
99,36,0,6,2,2,2,1,1,1,3
100,50,0,0,1,6,0,1,1,1,4
101,59,9,9,3,6,0,1,2,3,2
102,46,0,6,2,1,3,1,2,3,4
103,28,0,8,1,6,0,1,1,1,3
105,64,0,4,3,5,2,1,2,4,3
107,39,9,9,2,2,1,1,2,1,3
108,36,0,6,3,3,0,1,2,1,3
109,37,0,7,2,1,1,2,2,5,4
111,47,0,7,2,1,2,2,2,3,4
112,39,9,9,2,2,1,1,2,2,4
114,58,0,8,2,4,2,2,2,7,3
115,39,9,9,3,1,2,1,2,3,3
116,39,9,9,1,1,3,2,2,7,4
117,50,0,0,2,1,2,1,2,3,4
118,52,0,2,2,6,2,2,2,4,4
119,52,0,2,2,6,0,2,2,1,3
120,43,0,3,2,6,0,2,2,3,4
121,34,0,4,1,1,2,2,2,1,4
122,33,0,3,1,6,0,1,2,1,4
123,26,0,6,3,6,0,2,2,3,4
124,53,0,3,2,1,0,1,2,3,4
125,25,0,5,2,6,0,1,1,7,3
126,25,0,5,2,6,0,2,2,3,3
127,44,0,4,2,1,3,1,2,3,4
128,32,0,2,1,6,0,2,1,1,3
129,61,0,1,2,2,2,2,2,3,3
130,61,0,1,2,1,1,1,2,4,3
132,62,0,2,2,1,2,2,2,5,4
133,59,9,9,2,1,2,1,2,3,4
134,61,0,1,2,4,3,2,2,5,4
135,62,0,2,2,1,2,2,2,4,4
136,40,0,0,2,4,0,1,2,1,4
138,62,0,2,2,1,3,1,2,1,4
139,35,0,5,2,6,0,1,1,6,2
140,31,0,1,3,6,0,2,1,1,4
141,39,9,9,2,1,0,1,2,1,2
142,43,0,3,2,1,2,2,2,1,3
145,29,9,9,2,1,0,2,2,1,3
146,57,0,7,1,1,1,2,2,4,4
147,35,0,5,2,6,0,1,1,3,4
148,60,0,0,2,5,2,2,2,4,4
150,61,0,1,2,1,2,2,2,4,4
154,35,0,5,2,6,0,1,1,3,4
155,59,9,9,2,1,2,2,2,1,3
156,34,0,4,2,6,0,2,1,2,4
157,55,0,5,2,1,1,1,2,1,3
158,37,0,7,2,6,0,1,1,1,3
159,55,0,5,2,1,1,2,2,1,3
160,34,0,4,2,4,1,2,2,2,4
161,36,0,6,2,6,0,1,1,3,3
162,38,0,8,2,4,1,1,2,1,4
163,39,9,9,1,6,0,2,1,5,3
164,30,0,0,2,2,0,1,1,3,3
165,57,0,7,2,1,3,2,2,5,3
168,34,0,4,2,4,2,2,2,1,2
171,58,0,8,2,1,3,2,2,1,3
172,25,0,5,1,6,0,1,1,6,4
173,60,0,0,2,1,3,2,2,5,3
174,52,0,2,2,1,3,2,2,5,3
175,31,0,1,2,1,2,2,2,5,4
177,39,9,9,2,1,0,1,1,1,4
178,52,0,2,2,1,2,2,2,5,2
179,56,0,6,2,1,3,1,2,1,3
181,51,0,1,1,1,3,1,2,1,4
182,51,0,1,3,1,3,1,2,1,4
184,32,0,2,2,6,0,1,1,1,4
186,35,0,5,1,1,0,1,2,3,3
187,59,9,9,1,1,2,2,2,5,4
188,59,9,9,1,1,3,1,2,1,2
189,36,0,6,2,6,0,2,1,7,4
190,46,0,6,1,1,2,1,2,1,3
192,57,0,7,3,1,3,2,2,5,4
193,41,0,1,4,4,1,2,2,5,4
194,39,9,9,3,6,0,2,2,5,4
195,36,0,6,2,1,1,2,1,2,2
196,63,0,3,2,1,3,2,2,3,4
197,43,0,3,2,1,2,2,2,5,3
198,54,0,4,2,1,2,1,2,3,3
199,52,0,2,2,2,0,2,2,5,3
200,64,0,4,2,1,1,2,2,5,3
202,61,0,1,2,1,1,1,2,3,2
203,37,0,7,4,6,0,1,1,8,3
204,31,0,1,1,1,1,2,2,5,4
206,50,0,0,2,1,1,2,2,1,3
207,34,0,4,2,5,2,2,2,8,4
208,59,9,9,1,1,1,2,2,1,4
209,59,9,9,2,1,3,2,2,5,4
210,25,0,5,2,6,0,1,1,1,2
212,56,0,6,4,1,4,2,2,5,4
217,34,0,4,2,1,1,2,2,5,3
222,52,0,2,2,1,1,2,2,1,4
223,56,0,6,3,1,2,2,2,1,3
224,36,0,6,2,1,1,2,2,1,3
225,25,0,5,2,6,0,2,1,6,3
226,39,9,9,3,1,3,1,2,7,3
227,55,0,5,2,1,2,2,2,1,4
228,35,0,5,3,2,1,1,2,7,3
229,52,0,2,2,1,2,1,2,1,3
230,31,0,1,2,2,0,2,2,1,3
231,45,0,5,2,4,2,2,2,5,4
232,26,0,6,3,6,0,1,1,6,2
233,62,0,2,2,1,2,1,1,3,4
234,37,0,7,3,4,1,2,2,3,3
235,60,0,0,2,1,3,2,2,1,2
236,30,0,0,2,1,2,2,2,5,3
237,37,0,7,2,1,0,1,2,1,4
238,61,0,1,2,1,1,1,2,4,3
242,29,9,9,3,6,0,2,1,3,4
243,57,0,7,2,1,3,2,2,3,2
244,49,9,9,2,1,2,2,2,5,4
245,59,9,9,2,1,0,1,2,4,1
246,39,9,9,2,1,1,1,2,3,4
247,45,0,5,2,1,2,2,2,1,3
249,44,0,4,2,1,2,2,2,2,3
250,37,0,7,2,1,2,1,2,1,4
251,44,0,4,2,1,3,2,2,5,4
252,37,0,7,3,4,0,1,2,1,4
253,51,0,1,3,1,0,2,1,2,4
254,51,0,1,1,1,1,2,2,5,4
257,41,0,1,2,1,1,1,2,1,3
258,63,0,3,2,1,2,1,2,4,2
259,50,0,0,1,1,2,2,2,5,4
261,62,0,2,1,1,1,2,1,5,4
262,25,0,5,2,6,0,1,1,1,2
263,43,0,3,2,1,1,2,2,1,2
264,51,0,1,2,1,2,1,2,1,2
265,36,0,6,3,6,0,1,1,1,3
268,33,0,3,2,1,1,2,2,8,3
269,36,0,6,2,6,0,1,1,7,2
270,38,0,8,1,4,1,2,2,2,4
272,49,9,9,2,2,0,1,2,3,3
273,59,9,9,2,1,2,2,2,1,3
276,29,9,9,2,6,0,2,1,7,3
280,42,0,2,2,1,2,2,2,7,4
282,63,0,3,3,3,2,2,2,4,3
283,30,0,0,1,6,0,1,2,3,3
284,41,0,1,2,1,0,2,2,2,4
287,52,0,2,3,1,1,1,2,1,4
288,55,0,5,2,1,1,1,2,1,4
289,36,0,6,2,1,1,1,2,1,3
290,50,0,0,2,1,2,2,2,8,4
291,45,0,5,2,1,2,2,2,2,3
292,31,0,1,2,6,0,1,2,1,4
296,56,0,6,2,1,2,2,2,1,4
297,25,0,5,2,6,0,1,1,8,3
298,40,0,0,2,1,1,2,2,8,3
301,43,0,3,2,1,2,2,2,5,4
302,56,0,6,2,1,3,1,2,1,3
303,33,0,3,2,6,0,1,1,7,4
305,59,9,9,2,4,2,2,2,4,4
306,26,0,6,2,6,0,1,1,6,3
307,52,0,2,4,1,3,2,1,1,4
308,30,0,0,2,6,0,2,1,8,4
310,42,0,2,1,1,2,1,2,3,4
312,36,0,6,3,6,0,2,1,1,4
314,33,0,3,2,1,1,1,2,3,3
316,27,0,7,1,6,0,2,2,7,4
317,59,9,9,3,4,2,2,2,4,4
319,45,0,5,2,1,2,2,2,5,3
322,54,0,4,2,1,3,1,2,4,4
323,50,0,0,2,1,1,2,2,1,4
324,62,0,2,2,1,4,2,2,5,1
325,48,0,8,1,1,3,1,2,3,4
326,47,0,7,2,5,3,2,2,5,4
327,41,0,1,2,1,2,1,2,7,3
330,34,0,4,2,6,0,1,1,8,4
331,34,0,4,2,6,0,1,1,6,3
332,37,0,7,2,6,0,1,1,1,3
333,29,9,9,2,1,1,2,2,5,4
334,27,0,7,2,1,0,1,2,8,4
335,41,0,1,2,1,1,2,2,3,3
336,47,0,7,2,1,2,2,2,1,4
337,60,0,0,2,1,2,2,2,3,3
338,36,0,6,2,1,1,1,2,1,4
339,28,0,8,2,6,0,2,1,6,3
341,59,9,9,1,1,2,2,2,5,4
342,25,0,5,2,1,1,2,2,5,4
343,58,0,8,2,1,3,1,2,4,3
344,39,9,9,1,1,3,1,2,3,2
345,33,0,3,1,6,0,2,1,1,3
349,44,0,4,2,1,2,2,2,7,4
350,38,0,8,2,2,0,1,2,1,4
351,33,0,3,2,1,1,1,2,1,2
352,30,0,0,1,1,0,1,2,1,4
353,25,0,5,1,1,0,2,2,1,4
355,29,9,9,2,6,0,1,1,1,4
356,48,0,8,2,1,1,2,2,2,4
357,39,9,9,2,1,1,2,2,3,3
358,41,0,1,2,1,0,1,2,1,4
359,53,0,3,2,2,1,1,2,3,4
360,38,0,8,2,1,2,1,2,1,4
364,50,0,0,1,1,2,1,2,1,4
365,55,0,5,2,1,2,2,2,5,3
366,58,0,8,2,1,0,2,2,4,4
367,25,0,5,2,2,0,2,2,1,3
369,64,0,4,2,1,3,1,2,4,3
370,37,0,7,3,1,1,2,2,2,4
371,64,0,4,2,1,2,2,2,4,4
372,31,0,1,1,1,2,2,2,2,3
373,35,0,5,2,1,1,2,2,1,3
374,49,9,9,2,2,0,2,2,1,4
375,64,0,4,3,1,3,1,2,3,4
376,29,9,9,1,1,0,2,2,1,3
377,31,0,1,1,6,0,1,2,1,4
378,27,0,7,3,6,0,1,2,1,3
380,36,0,6,2,1,2,2,2,2,3
381,51,0,1,2,1,2,2,2,3,3
382,58,0,8,2,1,2,1,2,3,3
383,44,0,4,1,1,2,1,2,1,1
384,38,0,8,2,1,2,1,2,1,4
385,40,0,0,2,1,3,2,2,1,3
387,57,0,7,1,1,2,1,2,1,2
388,39,9,9,1,3,0,2,2,7,4
391,64,0,4,2,3,2,2,2,4,4
392,55,0,5,2,1,1,2,2,3,3
394,46,0,6,2,1,1,2,2,1,2
395,63,0,3,2,1,2,1,2,4,4
396,38,0,8,2,1,1,2,1,4,3
397,30,0,0,2,6,0,2,1,1,4
398,53,0,3,2,1,1,1,2,1,2
399,44,0,4,2,2,0,1,2,1,1
400,36,0,6,2,6,0,1,1,1,4
401,28,0,8,3,2,0,1,2,8,2
402,37,0,7,2,1,1,2,2,3,4
404,52,0,2,2,5,2,2,2,2,3
409,44,0,4,2,1,3,1,2,1,4
412,46,0,6,1,1,2,2,2,8,1
413,25,0,5,2,6,0,2,1,6,3
414,44,0,4,2,1,1,2,2,3,3
415,34,0,4,2,1,1,1,2,1,3
416,27,0,7,2,6,0,1,1,1,3
418,43,0,3,2,1,2,2,2,1,4
419,42,0,2,2,1,0,2,2,7,4
420,42,0,2,2,1,1,2,2,3,4
422,38,0,8,2,1,2,1,2,3,4
423,52,0,2,1,1,3,1,2,3,3
424,44,0,4,1,1,2,2,2,1,4
425,45,0,5,1,1,1,1,2,3,3
426,34,0,4,2,6,1,2,2,7,3
429,42,0,2,2,2,0,1,2,3,3
430,43,0,3,2,1,2,2,2,3,4
431,32,0,2,1,6,0,1,1,2,1
432,54,0,4,2,1,0,2,2,3,4
434,62,0,2,1,1,1,2,2,4,3
435,59,9,9,2,6,0,1,2,4,1
436,46,0,6,2,6,0,1,1,1,2
437,35,0,5,2,1,2,2,2,1,4
438,40,0,0,1,6,0,1,1,1,4
439,30,0,0,2,6,0,1,2,3,3
440,56,0,6,2,5,0,2,1,4,4
441,30,0,0,2,6,0,1,1,1,3
442,29,9,9,1,2,0,2,2,1,3
443,40,0,0,3,6,1,2,2,8,4
444,38,0,8,1,1,1,1,2,1,4
446,64,0,4,2,5,1,2,2,4,3
447,64,0,4,2,1,3,2,2,4,4
448,48,0,8,2,1,4,2,2,2,4
449,40,0,0,2,1,1,1,2,1,4
450,34,0,4,1,1,2,1,2,1,4
452,57,0,7,2,1,2,1,2,1,4
453,59,9,9,2,1,1,1,2,4,4
454,28,0,8,2,6,0,2,1,1,3
457,35,0,5,1,1,3,2,2,3,4
459,61,0,1,2,1,2,2,2,4,1
460,35,0,5,2,4,1,2,2,1,4
461,58,0,8,2,1,1,2,2,4,3
462,52,0,2,1,1,3,1,2,1,4
464,62,0,2,2,1,2,2,2,4,4
468,43,0,3,2,4,1,2,2,1,3
469,32,0,2,1,1,1,1,2,1,4
470,52,0,2,2,1,2,2,2,5,4
471,39,9,9,2,1,0,2,2,1,4
472,37,0,7,2,1,2,1,2,1,4
473,62,0,2,2,4,3,2,2,5,4
474,48,0,8,2,6,0,2,2,1,3
476,50,0,0,2,3,2,2,2,1,3
478,55,0,5,1,1,2,2,2,5,1
479,58,0,8,4,2,0,1,2,1,4
480,41,0,1,2,1,1,1,2,1,4
481,40,0,0,2,1,3,1,2,1,3
482,45,0,5,2,1,2,1,2,3,4
484,62,0,2,1,5,1,2,2,4,1
485,47,0,7,2,1,1,1,2,1,2
486,53,0,3,2,4,1,2,2,4,4
487,53,0,3,1,1,1,2,1,4,2
489,39,9,9,2,4,0,2,1,1,3
495,32,0,2,1,1,1,2,2,3,4
496,63,0,3,2,1,0,1,2,4,3
498,56,0,6,2,1,0,2,2,4,3
499,58,0,8,2,1,1,1,2,1,4
500,64,0,4,2,6,0,2,2,4,4
501,62,0,2,2,1,2,1,2,3,4
502,48,0,8,1,1,5,2,2,3,3
504,43,0,3,3,4,1,2,2,1,4
505,27,0,7,1,6,0,1,2,3,3
506,51,0,1,2,1,2,1,2,1,4
507,39,9,9,2,6,0,1,1,1,3
509,28,0,8,2,6,0,1,2,8,4
510,51,0,1,2,1,1,2,2,2,2
514,60,0,0,2,1,1,2,2,4,3
515,42,0,2,2,1,2,1,2,1,3
516,33,0,3,2,6,0,1,2,3,4
517,39,9,9,2,1,2,1,2,1,3
519,46,0,6,1,1,2,1,2,8,3
520,56,0,6,2,1,2,1,2,3,2
521,53,0,3,2,1,4,1,2,1,3
522,52,0,2,2,1,1,1,2,3,3
523,57,0,7,2,6,0,2,2,1,3
525,28,0,8,2,1,0,1,2,3,4
526,31,0,1,3,6,0,1,2,1,3
528,38,0,8,2,2,0,2,2,8,4
529,59,9,9,2,1,2,2,2,4,3
534,55,0,5,1,1,2,2,2,5,2
535,35,0,5,2,1,1,1,2,1,3
536,29,9,9,1,2,0,1,2,1,3
538,53,0,3,2,1,3,1,2,3,3
539,42,0,2,2,1,2,2,2,5,4
540,57,0,7,1,1,2,1,2,4,1
541,45,0,5,1,1,2,1,2,1,3
542,26,0,6,2,6,0,1,2,2,2
545,62,0,2,2,2,2,2,2,4,3
546,27,0,7,1,6,0,1,1,1,3
548,44,0,4,1,4,1,1,2,1,3
549,39,9,9,2,6,0,1,1,1,2
550,41,0,1,2,4,0,2,2,1,4
551,26,0,6,2,6,0,1,1,1,4
552,31,0,1,2,6,0,1,1,1,3
553,53,0,3,1,1,2,2,2,3,4
554,28,0,8,2,6,0,2,1,1,4
555,42,0,2,2,1,1,1,2,3,2
556,59,9,9,2,1,1,1,2,3,4
557,50,0,0,2,4,2,2,2,3,3
559,55,0,5,1,1,2,1,2,1,3
560,49,9,9,1,1,2,2,2,3,4
561,30,0,0,2,6,0,1,1,3,3
562,50,0,0,2,1,2,2,2,3,4
563,43,0,3,2,1,2,1,2,3,4
565,55,0,5,1,2,1,1,2,1,4
566,40,0,0,2,2,0,1,2,3,1
567,38,0,8,2,1,0,2,2,1,4
568,26,0,6,1,6,0,1,1,1,3
569,25,0,5,2,6,0,2,1,6,4
571,36,0,6,2,6,0,1,1,1,2
572,35,0,5,2,6,0,1,1,1,4
573,34,0,4,2,1,0,1,2,3,3
575,44,0,4,2,1,2,2,2,5,4
576,58,0,8,2,1,2,2,2,1,4
579,61,0,1,2,1,2,1,2,8,4
580,55,0,5,1,1,0,2,2,1,4
583,39,9,9,2,1,0,1,2,3,3
585,37,0,7,2,2,2,2,2,2,3
587,54,0,4,2,1,4,2,2,1,4
588,36,0,6,2,4,1,2,2,1,3
589,33,0,3,2,6,0,2,1,1,4
590,25,0,5,2,2,0,2,2,3,3
591,33,0,3,1,1,2,1,2,1,4
592,32,0,2,2,1,1,1,2,3,2
593,64,0,4,2,1,3,1,2,3,3
594,59,9,9,2,1,2,1,2,1,3
595,49,9,9,2,1,4,2,2,2,3
597,38,0,8,2,1,0,1,2,1,4
598,37,0,7,2,1,1,2,2,8,4
599,54,0,4,2,1,2,2,1,1,3
601,60,0,0,2,5,2,2,2,1,4
602,36,0,6,2,1,1,1,2,3,3
603,43,0,3,2,1,1,2,2,3,2
606,39,9,9,2,1,2,1,2,1,4
607,37,0,7,2,1,3,2,2,4,4
608,55,0,5,2,1,3,1,2,4,4
609,35,0,5,2,6,0,1,2,1,4
610,59,9,9,2,3,1,2,2,4,4
612,37,0,7,1,2,1,1,2,3,4
613,55,0,5,2,4,1,1,2,1,3
615,38,0,8,2,3,1,2,2,4,4
616,55,0,5,1,1,4,1,2,1,3
617,32,0,2,2,1,3,1,2,1,2
618,32,0,2,2,6,0,1,2,1,4
621,37,0,7,1,6,0,2,2,3,1
622,50,0,0,2,1,2,2,2,2,4
623,51,0,1,2,5,2,2,2,4,3
624,33,0,3,2,2,1,1,2,1,4
625,30,0,0,2,6,0,1,2,1,4
626,48,0,8,3,1,3,1,2,3,4
628,29,9,9,2,1,1,1,2,1,3
632,62,0,2,2,4,2,1,2,3,3
633,40,0,0,2,1,0,1,2,1,1
634,60,0,0,1,1,2,2,2,3,3
635,59,9,9,3,1,2,2,2,5,4
636,55,0,5,1,1,1,1,2,1,3
637,41,0,1,2,1,0,2,2,1,4
638,38,0,8,2,6,0,2,1,1,4
639,31,0,1,2,6,0,2,1,1,2
640,49,9,9,2,1,1,2,2,1,4
642,26,0,6,2,2,0,1,2,3,3
643,58,0,8,2,1,1,1,2,4,4
644,40,0,0,2,1,1,1,2,1,4
645,36,0,6,2,6,0,1,2,3,4
647,58,0,8,2,1,2,1,2,4,2
648,62,0,2,2,1,2,1,2,4,3
649,53,0,3,2,1,2,2,2,5,4
650,52,0,2,2,1,2,1,2,1,3
652,47,0,7,2,1,3,1,2,1,3
653,42,0,2,1,1,2,1,2,3,4
655,41,0,1,2,1,3,2,2,1,3
656,55,0,5,3,4,2,1,2,1,4
659,49,9,9,2,1,1,2,2,5,3
660,41,0,1,2,1,0,1,2,3,4
661,41,0,1,1,1,1,2,2,3,3
665,32,0,2,2,2,2,1,2,1,4
666,59,9,9,2,1,1,2,2,4,4
667,31,0,1,2,2,0,2,2,2,4
669,61,0,1,2,1,1,1,2,3,2
670,46,0,6,3,1,1,1,2,3,4
672,49,9,9,2,1,2,2,2,3,4
674,37,0,7,4,4,0,1,1,1,4
676,50,0,0,1,1,3,1,2,1,4
680,34,0,4,2,1,0,1,2,3,2
681,39,9,9,2,1,1,1,2,3,4
682,29,9,9,2,6,0,1,1,1,2
683,26,0,6,2,6,0,2,1,6,4
684,61,0,1,2,1,2,2,1,4,4
685,50,0,0,2,1,2,2,2,7,4
686,36,0,6,3,6,0,1,1,7,4
687,29,9,9,1,1,1,2,2,8,2
688,39,9,9,2,1,3,1,2,3,2
689,32,0,2,1,6,0,2,1,1,4
690,54,0,4,1,1,2,2,2,3,3
691,32,0,2,2,6,0,1,1,3,4
692,63,0,3,2,1,4,1,2,1,3
693,49,9,9,2,1,3,2,1,1,4
694,39,9,9,1,1,2,2,2,5,2
695,42,0,2,2,1,2,2,2,4,3
697,41,0,1,2,1,1,1,2,1,4
698,54,0,4,2,1,2,2,2,2,4
699,35,0,5,1,4,1,2,2,7,4
701,39,9,9,2,1,1,2,2,3,4
705,34,0,4,3,6,0,1,1,1,3
707,57,0,7,2,1,1,2,2,4,3
709,48,0,8,2,1,2,2,2,8,3
710,39,9,9,2,1,1,2,2,3,3
711,42,0,2,2,1,0,1,2,3,4
713,54,0,4,3,1,2,1,2,1,4
714,49,9,9,3,1,4,2,2,1,4
717,31,0,1,1,6,0,1,1,8,3
718,50,0,0,3,1,3,1,2,1,4
720,39,9,9,1,1,2,1,2,3,4
721,62,0,2,2,1,2,2,2,4,4
722,62,0,2,2,1,2,1,2,4,4
723,30,0,0,2,6,0,1,2,3,3
724,52,0,2,2,1,2,2,2,2,3
726,60,0,0,2,4,1,2,2,8,4
727,25,0,5,2,6,0,2,1,6,4
728,36,0,6,1,6,0,1,2,8,3
729,42,0,2,2,6,0,1,2,7,2
730,35,0,5,1,6,0,2,1,1,3
734,46,0,6,1,1,1,1,2,1,3
735,60,0,0,2,1,3,1,2,1,4
740,45,0,5,1,1,2,2,2,1,4
741,57,0,7,1,6,0,2,2,1,4
742,54,0,4,2,1,2,2,2,1,3
743,48,0,8,2,1,2,1,2,1,3
744,60,0,0,2,1,2,2,2,1,3
745,60,0,0,2,1,2,2,2,4,3
746,59,9,9,1,1,2,1,2,3,4
748,53,0,3,2,1,3,1,2,3,3
749,61,0,1,3,1,2,2,2,4,4
750,38,0,8,2,1,2,2,2,2,4
751,33,0,3,3,6,0,2,1,7,4
752,44,0,4,2,1,1,1,2,1,4
754,53,0,3,1,1,2,1,2,1,3
755,28,0,8,2,6,0,1,2,6,4
756,35,0,5,2,6,0,2,2,1,4
757,25,0,5,2,6,0,2,2,6,3
758,34,0,4,1,1,1,2,2,1,4
761,27,0,7,1,1,1,1,2,1,4
763,58,0,8,1,1,3,1,2,4,3
764,42,0,2,1,1,2,1,2,3,3
765,48,0,8,2,1,1,1,2,1,3
767,28,0,8,2,6,0,1,1,3,2
769,37,0,7,4,6,0,1,1,3,3
770,44,0,4,2,2,1,1,2,1,3
771,38,0,8,2,1,1,1,2,1,2
772,33,0,3,3,6,0,1,1,3,1
781,26,0,6,2,6,0,2,1,6,4
782,31,0,1,2,6,0,1,1,7,2
784,54,0,4,2,4,1,1,2,3,3
785,55,0,5,1,1,3,1,2,4,4
786,33,0,3,2,4,1,2,2,1,3
787,37,0,7,2,6,0,1,2,3,3
788,47,0,7,1,6,0,2,2,8,4
790,42,0,2,1,1,2,2,2,2,3
791,35,0,5,2,6,0,1,2,3,4
792,60,0,0,1,1,2,1,2,4,4
793,32,0,2,2,1,2,2,2,2,4
794,48,0,8,2,2,3,2,2,1,4
797,55,0,5,1,1,1,1,2,4,3
798,37,0,7,2,1,2,2,2,1,4
799,40,0,0,1,1,2,2,2,1,4
800,34,0,4,2,1,1,2,2,1,3
801,62,0,2,1,1,4,2,2,1,3
802,56,0,6,2,1,2,1,2,1,3
804,62,0,2,2,3,2,1,2,4,3
805,59,9,9,2,1,1,1,2,4,4
806,37,0,7,2,1,1,2,2,1,3
808,25,0,5,2,6,0,1,2,1,3
809,39,9,9,2,1,0,2,2,1,4
810,54,0,4,2,6,0,1,1,1,4
813,40,0,0,3,1,1,2,2,2,4
814,40,0,0,2,6,0,2,1,7,3
815,36,0,6,2,1,2,1,2,1,1
817,62,0,2,3,5,3,1,2,3,3
818,50,0,0,2,3,2,2,1,3,4
819,62,0,2,2,5,2,2,2,4,3
820,57,0,7,2,1,2,1,2,7,3
821,39,9,9,2,2,2,2,2,1,4
822,35,0,5,2,1,2,1,2,1,3
823,32,0,2,2,1,2,1,2,3,3
826,64,0,4,3,1,3,2,2,5,4
827,49,9,9,2,1,2,1,2,3,1
828,47,0,7,2,1,2,2,2,5,4
829,29,9,9,2,1,1,2,2,1,3
831,60,0,0,2,1,3,2,2,4,4
832,51,0,1,3,3,2,1,2,8,2
833,46,0,6,2,1,2,2,2,1,4
834,43,0,3,2,1,3,2,2,5,4
835,49,9,9,2,1,0,1,2,1,2
836,50,0,0,1,1,1,1,2,1,1
837,49,9,9,2,1,1,1,1,3,3
838,30,0,0,3,1,2,1,2,1,3
839,41,0,1,2,6,0,1,2,3,2
840,48,0,8,1,1,2,1,2,1,3
842,57,0,7,2,5,2,1,2,3,3
843,50,0,0,2,1,2,2,2,2,4
844,64,0,4,2,1,2,2,2,1,4
848,54,0,4,2,1,2,1,2,3,2
849,45,0,5,2,1,2,1,2,3,2
851,28,0,8,2,6,0,1,1,1,3
852,42,0,2,2,1,3,1,2,3,3
854,26,0,6,2,6,0,2,1,6,3
856,39,9,9,2,3,1,1,2,1,3
857,30,0,0,2,1,0,1,2,1,4
858,28,0,8,1,6,0,2,1,1,3
859,36,0,6,2,6,0,2,1,3,3
860,60,0,0,2,1,1,2,2,3,2
861,62,0,2,2,1,2,2,2,5,3
862,48,0,8,2,1,2,2,2,5,4
866,30,0,0,2,1,0,1,2,1,4
867,41,0,1,2,1,2,2,2,5,4
868,44,0,4,1,1,1,2,2,1,4
869,60,0,0,1,1,1,1,2,4,2
870,48,0,8,3,3,3,1,2,1,4
871,58,0,8,2,1,2,1,2,3,3
872,50,0,0,2,6,0,1,1,1,4
873,63,0,3,1,1,3,1,2,3,3
874,29,9,9,3,6,0,2,1,7,3
875,32,0,2,2,1,3,1,2,1,3
876,44,0,4,2,1,0,2,2,1,3
877,44,0,4,3,5,2,2,2,1,4
878,37,0,7,1,1,2,1,2,3,4
879,50,0,0,2,1,2,2,2,1,4
882,39,9,9,2,1,2,2,2,2,1
883,48,0,8,2,6,0,2,1,1,4
887,42,0,2,2,1,2,2,2,1,4
888,50,0,0,3,6,0,1,2,4,3
889,54,0,4,2,6,0,2,1,5,3
890,57,0,7,2,1,2,1,2,1,3
891,35,0,5,2,1,2,2,2,5,4
892,56,0,6,2,6,0,2,1,5,4
893,36,0,6,2,6,0,1,2,3,4
894,28,0,8,1,6,0,1,1,1,3
895,62,0,2,2,1,2,2,2,5,3
896,61,0,1,2,1,1,1,2,4,3
897,60,0,0,2,1,2,2,2,5,3
898,39,9,9,1,1,2,2,2,2,4
899,55,0,5,2,6,0,1,2,3,3
902,62,0,2,1,1,2,1,2,3,3
904,29,9,9,2,6,0,1,1,1,3
905,32,0,2,2,6,0,2,1,3,4
906,46,0,6,3,6,0,1,2,1,4
908,28,0,8,2,2,1,1,2,7,3
